rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type
150,2026-05-13,2026,Mark Vientos,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,610,DraftKings,14.08,39.46,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Mark Vientos"",""player_key"":""mark vientos"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""DraftKings"",""consensus_odds"":""558"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+610 | FanDuel:+590 | Caesars:+525 | BetMGM:+500"",""raw_books_seen"":""DraftKings:+610 | FanDuel:+590 | Caesars:+525 | BetMGM:+500 | DraftKings:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
151,2026-05-13,2026,Moisés Ballesteros,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,610,DraftKings,14.08,39.46,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Moisés Ballesteros"",""player_key"":""moises ballesteros"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""DraftKings"",""consensus_odds"":""590"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+610 | FanDuel:+590 | Caesars:+525"",""raw_books_seen"":""DraftKings:+610 | FanDuel:+590 | Caesars:+525 | DraftKings:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
152,2026-05-13,2026,Danny Jansen,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Scheduled,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,610,DraftKings,14.08,39.46,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Danny Jansen"",""player_key"":""danny jansen"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""DraftKings"",""consensus_odds"":""610"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+610 | FanDuel:+610 | Caesars:+575"",""raw_books_seen"":""DraftKings:+610 | FanDuel:+610 | Caesars:+575 | DraftKings:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH
153,2026-05-13,2026,Ryan Jeffers,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,600,BetMGM,14.29,39.37,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Ryan Jeffers"",""player_key"":""ryan jeffers"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""600"",""book"":""BetMGM"",""consensus_odds"":""570"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+600 | DraftKings:+570 | FanDuel:+570 | Caesars:+525"",""raw_books_seen"":""BetMGM:+600 | DraftKings:+570 | FanDuel:+570 | Caesars:+525 | BetMGM:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH
154,2026-05-13,2026,Randy Arozarena,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,590,FanDuel,14.49,39.28,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Randy Arozarena"",""player_key"":""randy arozarena"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""590"",""book"":""FanDuel"",""consensus_odds"":""568"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+590 | DraftKings:+568 | Caesars:+525"",""raw_books_seen"":""FanDuel:+590 | DraftKings:+568 | Caesars:+525 | FanDuel:+590"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
155,2026-05-13,2026,Brendan Donovan,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,590,FanDuel,14.49,39.28,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Brendan Donovan"",""player_key"":""brendan donovan"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""590"",""book"":""FanDuel"",""consensus_odds"":""582"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+590 | DraftKings:+582 | Caesars:+525"",""raw_books_seen"":""FanDuel:+590 | DraftKings:+582 | Caesars:+525"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH
156,2026-05-13,2026,Gavin Sheets,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,588,DraftKings,14.53,39.26,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Gavin Sheets"",""player_key"":""gavin sheets"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""588"",""book"":""DraftKings"",""consensus_odds"":""548"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+588 | FanDuel:+570 | BetMGM:+525 | Caesars:+500"",""raw_books_seen"":""DraftKings:+588 | FanDuel:+570 | BetMGM:+525 | Caesars:+500 | DraftKings:+588"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH
157,2026-05-13,2026,Ramón Laureano,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,587,DraftKings,14.56,39.25,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Ramón Laureano"",""player_key"":""ramon laureano"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""587"",""book"":""DraftKings"",""consensus_odds"":""573"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+587 | BetMGM:+575 | FanDuel:+570 | Caesars:+525"",""raw_books_seen"":""DraftKings:+587 | BetMGM:+575 | FanDuel:+570 | Caesars:+525 | DraftKings:+587"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH
158,2026-05-13,2026,Austin Wells,,New York Yankees,Baltimore Orioles,New York Yankees @ Baltimore Orioles,824841,2026-05-13T17:05:00Z,Scheduled,Oriole Park at Camden Yards,away,0,Kyle Bradish,Kyle Bradish,Kyle Bradish,680694,R,Kyle Bradish,680694,Max Fried,608331,586,DraftKings,14.58,39.24,missing,,,,,,,New York Yankees,New York Yankees @ Baltimore Orioles,"{""player"":""Austin Wells"",""player_key"":""austin wells"",""team"":""New York Yankees"",""team_key"":""new york yankees"",""game"":""New York Yankees @ Baltimore Orioles"",""game_key"":""new york yankees @ baltimore orioles"",""market"":""HR"",""line"":""0.5"",""odds"":""586"",""book"":""DraftKings"",""consensus_odds"":""570"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+586 | FanDuel:+570 | Caesars:+525"",""raw_books_seen"":""DraftKings:+586 | FanDuel:+570 | Caesars:+525 | DraftKings:+586"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Baltimore Orioles,probable,8,41.0,4.83,1.66,5.04,8.80,6.19,9.88,4.83,1.10,73.13,ATTACK,73.13,MATCH,Camden Yards,Camden Yards,Baltimore Orioles,42.00,42.00,42.00,NEUTRAL,Slight HR suppressor,MATCH
159,2026-05-13,2026,Adolis García,,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Scheduled,Fenway Park,away,0,Sonny Gray,Sonny Gray,Sonny Gray,543243,R,Sonny Gray,543243,Andrew Painter,691725,583,DraftKings,14.64,39.21,missing,,,,,,,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Adolis García"",""player_key"":""adolis garcia"",""team"":""Philadelphia Phillies"",""team_key"":""philadelphia phillies"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""583"",""book"":""DraftKings"",""consensus_odds"":""548"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+583 | FanDuel:+570 | Caesars:+525 | BetMGM:+475"",""raw_books_seen"":""DraftKings:+583 | FanDuel:+570 | Caesars:+525 | BetMGM:+475"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Boston Red Sox,probable,6,28.0,3.54,1.29,5.05,7.95,4.63,4.82,2.25,0.96,44.83,NEUTRAL,44.83,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH
160,2026-05-13,2026,Manny Machado,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,581,DraftKings,14.68,39.19,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Manny Machado"",""player_key"":""manny machado"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""581"",""book"":""DraftKings"",""consensus_odds"":""508"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+581 | FanDuel:+540 | Caesars:+475 | BetMGM:+425"",""raw_books_seen"":""DraftKings:+581 | FanDuel:+540 | Caesars:+475 | BetMGM:+425 | DraftKings:+581"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH
161,2026-05-13,2026,Mike Trout,,Los Angeles Angels,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,away,0,Parker Messick,Parker Messick,Parker Messick,800048,L,Parker Messick,800048,Reid Detmers,672282,581,DraftKings,14.68,39.19,missing,,,,,,,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Mike Trout"",""player_key"":""mike trout"",""team"":""Los Angeles Angels"",""team_key"":""los angeles angels"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""581"",""book"":""DraftKings"",""consensus_odds"":""545"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+581 | BetMGM:+550 | FanDuel:+540 | Caesars:+500"",""raw_books_seen"":""DraftKings:+581 | BetMGM:+550 | FanDuel:+540 | Caesars:+500 | DraftKings:+581"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cleveland Guardians,probable,8,47.0,2.30,0.98,3.14,9.64,3.31,9.77,2.11,0.77,12.84,AVOID,12.84,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
162,2026-05-13,2026,Heliot Ramos,,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,away,0,Shohei Ohtani,Shohei Ohtani,Shohei Ohtani,660271,R,Shohei Ohtani,660271,Robbie Ray,592662,580,DraftKings,14.71,39.18,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Heliot Ramos"",""player_key"":""heliot ramos"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""580"",""book"":""DraftKings"",""consensus_odds"":""545"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+580 | BetMGM:+550 | FanDuel:+540 | Caesars:+525"",""raw_books_seen"":""DraftKings:+580 | BetMGM:+550 | FanDuel:+540 | Caesars:+525"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Dodgers,probable,6,37.0,0.97,0.81,2.71,8.11,1.42,10.22,2.19,0.49,3.55,AVOID,3.55,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH
163,2026-05-13,2026,Alex Bregman,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,575,DraftKings,14.81,39.13,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Alex Bregman"",""player_key"":""alex bregman"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""DraftKings"",""consensus_odds"":""520"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+575 | FanDuel:+540 | Caesars:+500 | BetMGM:+500"",""raw_books_seen"":""DraftKings:+575 | FanDuel:+540 | Caesars:+500 | BetMGM:+500 | DraftKings:+575"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
164,2026-05-13,2026,Jackson Merrill,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,575,DraftKings,14.81,39.13,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Jackson Merrill"",""player_key"":""jackson merrill"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""DraftKings"",""consensus_odds"":""535"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+575 | FanDuel:+570 | Caesars:+500 | BetMGM:+450"",""raw_books_seen"":""DraftKings:+575 | FanDuel:+570 | Caesars:+500 | BetMGM:+450 | DraftKings:+575"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH
165,2026-05-13,2026,Alec Burleson,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,575,Caesars,14.81,39.13,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Alec Burleson"",""player_key"":""alec burleson"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""Caesars"",""consensus_odds"":""546"",""trusted_books_count"":""4"",""trusted_books"":""Caesars:+575 | FanDuel:+570 | DraftKings:+522 | BetMGM:+375"",""raw_books_seen"":""BetMGM:+800 | DraftKings:+630 | Caesars:+575 | FanDuel:+570 | DraftKings:+522 | FanDuel:+520 | Caesars:+425 | BetMGM:+375 | BetMGM:+800"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH
166,2026-05-13,2026,Michael Harris II,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,575,BetMGM,14.81,39.13,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Michael Harris II"",""player_key"":""michael harris"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""BetMGM"",""consensus_odds"":""568"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+575 | FanDuel:+570 | DraftKings:+565 | Caesars:+525"",""raw_books_seen"":""BetMGM:+575 | FanDuel:+570 | DraftKings:+565 | Caesars:+525 | BetMGM:+575"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
167,2026-05-13,2026,Mike Yastrzemski,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,575,Caesars,14.81,39.13,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Mike Yastrzemski"",""player_key"":""mike yastrzemski"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""Caesars"",""consensus_odds"":""569"",""trusted_books_count"":""2"",""trusted_books"":""Caesars:+575 | DraftKings:+562"",""raw_books_seen"":""Caesars:+575 | DraftKings:+562"",""removed_outliers"":""0"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
