rank,name,team,opponent,game,pitcher,odds,final_hr_score,decision_tier,temperature,wind_speed,wind_direction,weather_desc,venue,roof_status,vegas_total,temp_score,wind_score,park_score,vegas_score,raw_weather_boost,weather_environment_score,weather_environment_grade,note
157,Christian Yelich,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,790,39.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
158,Brooks Lee,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,880,38.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
159,William Contreras,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,38.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
160,Willi Castro,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,38.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
161,Jared Triolo,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,1200,37.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
162,Andrew Vaughn,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,900,36.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
163,Troy Johnston,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,36.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
164,Ezequiel Tovar,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,980,33.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
165,Jake McCarthy,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1200,32.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
166,Kyle Karros,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1240,32.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
167,Freddy Fermin,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,1050,32.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
168,Luis Rengifo,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1500,32.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
169,Tyler Freeman,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1560,30.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
170,David Hamilton,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1600,29.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
171,Austin Martin,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1800,28.9,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
172,Luke Keaschall,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,1360,28.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8.5,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
173,Sal Frelick,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,2000,28.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,8,50,50,50,53,0,50.5,SUPPRESS,Weather slightly suppresses power
174,Willson Contreras,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,490,80.2,STRONG PLAY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
175,Wilyer Abreu,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,490,75.6,VALUE BOMB,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
176,Kyle Schwarber,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,250,74.7,PLAYABLE,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
177,Juan Soto,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,470,74.3,VALUE BOMB,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
178,Mickey Gasper,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,790,62.7,LOTTO ONLY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
179,Bryce Harper,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,490,62.6,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
180,Riley Greene,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,423,62.4,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
181,Mark Vientos,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,570,61.5,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
182,Spencer Torkelson,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,500,61.5,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
183,Jarren Duran,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,690,61.4,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
184,Dillon Dingler,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,525,59.7,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
185,Marcelo Mayer,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,820,58.4,WATCH,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
186,Carlos Narváez,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,850,57.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
187,Adolis García,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,561,52.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
188,Trevor Story,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,760,51.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
189,Caleb Durbin,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1220,50.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
190,Ceddanne Rafaela,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,980,50.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
191,Masataka Yoshida,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1040,49.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
192,Marcus Semien,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,790,48.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
193,Bo Bichette,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,850,47.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
194,Colt Keith,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,680,46.1,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
195,Wenceel Pérez,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,800,45.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
196,Trea Turner,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,820,44.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
197,Matt Vierling,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,760,43.7,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
198,Connor Wong,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,920,43.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
199,Luis Torrens,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,930,42.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
200,Brandon Marsh,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1060,40.6,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
201,Tyrone Taylor,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,980,38.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
202,Brett Baty,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1040,38.4,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
203,Bryson Stott,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1160,38.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
204,J.T. Realmuto,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,980,37.2,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
205,Vidal Bruján,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,1050,36.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
206,Edmundo Sosa,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1020,35.8,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
207,Alec Bohm,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1120,35.5,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.8,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
208,Zach McKinstry,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,1260,29.3,PASS,0,0,0,,,OPEN_AIR_OR_UNKNOWN,7.5,50,50,50,50,0,50,SUPPRESS,Weather slightly suppresses power
209,Kazuma Okamoto,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,398,76.1,STRONG PLAY,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
210,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,544,59.4,WATCH,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
211,George Springer,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,503,58.4,WATCH,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
212,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,520,58.2,WATCH,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
213,Jesús Sánchez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,690,56.6,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
214,Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,440,52.8,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
215,Jonathan Aranda,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,720,47,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
216,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,770,43.4,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
217,Andrés Giménez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1120,38,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
218,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1200,37.2,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
219,Tyler Heineman,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1280,36.9,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
220,Jake Fraley,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,940,34.8,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
221,Nick Fortes,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1100,32.6,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
222,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,980,31.9,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
223,Jonny DeLuca,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,990,31.5,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
224,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,30.9,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
225,Ryan Vilade,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1060,30.6,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
226,Ben Williamson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,1300,30.2,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
227,Chandler Simpson,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,2200,26.7,PASS,51.4,12.7,340,overcast clouds,Rogers Centre,DOME_OR_RETRACTABLE,7.5,44,54,55.5,50,0,46.6,SUPPRESS,Weather slightly suppresses power
>>>>>>> 541e6630ab47d0010d012fa3281b819ca6dac344
